ensembl_gene_id	Gene	log2FC	padj	gene_biotype
ENSG00000073614	KDM5A	-9.90e-01	 6.39e-04	protein_coding
ENSG00000215417	MIR17HG	-1.56e+00	 1.09e-10	lncRNA
ENSG00000166797	CIAO2A	-2.28e-01	 6.15e-01	protein_coding
ENSG00000155097	ATP6V1C1	-3.42e-01	 4.51e-01	protein_coding
ENSG00000184058	TBX1	 1.62e-01	 4.72e-01	protein_coding
ENSG00000147457	CHMP7	-2.08e-01	 4.67e-01	protein_coding
ENSG00000023608	SNAPC1	 5.95e-02	 9.20e-01	protein_coding
ENSG00000254337	AC083967.1	 2.63e-04	 1.00e+00	lncRNA
ENSG00000100644	HIF1A	 1.25e-01	 7.74e-01	protein_coding
ENSG00000140395	WDR61	-1.97e-01	 5.53e-01	protein_coding
ENSG00000099953	MMP11	-2.51e-02	 9.68e-01	protein_coding
ENSG00000163683	SMIM14	 5.61e-03	 9.91e-01	protein_coding
ENSG00000167671	UBXN6	 3.28e-01	 1.52e-01	protein_coding
ENSG00000164683	HEY1	-9.95e-02	 8.62e-01	protein_coding
ENSG00000183655	KLHL25	 4.10e-01	 1.63e-01	protein_coding
ENSG00000179399	GPC5	-4.03e-01	 2.48e-01	protein_coding
ENSG00000127533	F2RL3	-4.26e-01	 3.15e-01	protein_coding
ENSG00000100888	CHD8	-7.34e-02	 8.44e-01	protein_coding
ENSG00000250479	CHCHD10	 2.42e-01	 1.64e-01	protein_coding
ENSG00000253190	AC084082.1	-1.35e+00	 1.33e-06	lncRNA
ENSG00000142945	KIF2C	-7.53e-03	 9.81e-01	protein_coding
ENSG00000282851	BISPR	 9.38e-02	 8.26e-01	lncRNA
ENSG00000280239	AC011498.7	 3.68e-04	 1.00e+00	TEC
ENSG00000197977	ELOVL2	 3.65e-01	 3.42e-01	protein_coding
ENSG00000155256	ZFYVE27	-2.79e-02	 9.40e-01	protein_coding
ENSG00000069998	HDHD5	 1.77e-01	 4.29e-01	protein_coding
ENSG00000237190	CDKN2AIPNL	-1.14e-01	 6.60e-01	protein_coding
ENSG00000134107	BHLHE40	 2.59e-01	 1.17e-01	protein_coding
ENSG00000115234	SNX17	 8.41e-02	 7.53e-01	protein_coding
ENSG00000163818	LZTFL1	 1.05e-01	 8.65e-01	protein_coding
ENSG00000167670	CHAF1A	 9.22e-02	 7.92e-01	protein_coding
ENSG00000063978	RNF4	 1.83e-01	 5.91e-01	protein_coding
ENSG00000259802	AC012640.2	 1.48e-02	 9.74e-01	lncRNA
ENSG00000185043	CIB1	 3.80e-02	 9.08e-01	protein_coding
ENSG00000167889	MGAT5B	 8.12e-03	 9.83e-01	protein_coding
ENSG00000163795	ZNF513	 8.83e-02	 8.40e-01	protein_coding
ENSG00000079691	CARMIL1	-2.80e-03	 9.95e-01	protein_coding
ENSG00000136156	ITM2B	 1.56e-01	 6.04e-01	protein_coding
ENSG00000242616	GNG10	 2.11e-02	 9.74e-01	protein_coding
ENSG00000183208	GDPGP1	 8.50e-02	 8.74e-01	protein_coding
ENSG00000062725	APPBP2	 1.46e-01	 7.95e-01	protein_coding
ENSG00000144724	PTPRG	-2.08e-01	 5.36e-01	protein_coding
ENSG00000196683	TOMM7	-5.78e-01	 4.51e-06	protein_coding
ENSG00000153551	CMTM7	 5.13e-01	 1.94e-01	protein_coding
ENSG00000182768	NGRN	 2.04e-01	 3.46e-01	protein_coding
ENSG00000244306	AL589743.1	-4.38e-04	 9.99e-01	transcribed_processed_pseudogene
ENSG00000008256	CYTH3	-9.88e-02	 8.19e-01	protein_coding
ENSG00000260274	AC068338.2	-3.41e-01	 4.26e-01	lncRNA
ENSG00000276744	AC105137.2	-2.69e-02	 9.67e-01	lncRNA
ENSG00000091317	CMTM6	-9.38e-02	 8.72e-01	protein_coding
ENSG00000197444	OGDHL	-3.25e-01	 4.37e-01	protein_coding
ENSG00000159658	EFCAB14	-2.97e-01	 2.47e-01	protein_coding
ENSG00000275216	AL161431.1	 2.15e-01	 4.01e-01	lncRNA
ENSG00000146267	FAXC	 2.86e-01	 5.36e-01	protein_coding
ENSG00000100804	PSMB5	-9.34e-03	 9.74e-01	protein_coding
ENSG00000224531	SMIM13	 2.55e-01	 4.25e-01	protein_coding
ENSG00000079974	RABL2B	-1.07e-01	 7.95e-01	protein_coding
ENSG00000184949	FAM227A	-1.63e-01	 7.72e-01	protein_coding
ENSG00000007923	DNAJC11	 1.32e-01	 6.18e-01	protein_coding
ENSG00000138639	ARHGAP24	 2.12e-01	 6.91e-01	protein_coding
ENSG00000005102	MEOX1	 1.84e-01	 7.42e-01	protein_coding
ENSG00000148187	MRRF	-1.48e-01	 5.88e-01	protein_coding
ENSG00000141971	MVB12A	 1.19e-01	 6.61e-01	protein_coding
ENSG00000113384	GOLPH3	 4.26e-02	 9.03e-01	protein_coding
ENSG00000175063	UBE2C	 2.15e-01	 2.26e-01	protein_coding
ENSG00000196267	ZNF836	 3.43e-01	 4.52e-01	protein_coding
ENSG00000228649	SNHG26	-2.57e-01	 5.80e-01	lncRNA
ENSG00000163558	PRKCI	-3.25e-01	 3.31e-01	protein_coding
ENSG00000173264	GPR137	 1.70e-01	 4.72e-01	protein_coding
ENSG00000113108	APBB3	-4.23e-01	 1.62e-01	protein_coding
ENSG00000111859	NEDD9	 2.71e-01	 2.39e-01	protein_coding
ENSG00000054598	FOXC1	 1.12e-01	 6.58e-01	protein_coding
ENSG00000049192	ADAMTS6	-4.32e-01	 2.86e-01	protein_coding
ENSG00000150457	LATS2	-6.14e-03	 9.89e-01	protein_coding
ENSG00000198856	OSTC	-3.64e-01	 3.66e-01	protein_coding
ENSG00000119446	RBM18	-9.34e-02	 8.67e-01	protein_coding
ENSG00000046651	OFD1	-4.85e-01	 1.37e-01	protein_coding
ENSG00000137074	APTX	 2.56e-02	 9.47e-01	protein_coding
ENSG00000101220	C20orf27	 9.63e-02	 6.94e-01	protein_coding
ENSG00000251169	LINC01843	 7.65e-02	 8.80e-01	lncRNA
ENSG00000204138	PHACTR4	 1.79e-01	 5.71e-01	protein_coding
ENSG00000184319	RPL23AP82	-2.17e-02	 9.72e-01	transcribed_unprocessed_pseudogene
ENSG00000133805	AMPD3	-1.10e+00	 1.12e-04	protein_coding
ENSG00000099821	POLRMT	 3.47e-01	 7.40e-02	protein_coding
ENSG00000172197	MBOAT1	-8.57e-02	 8.55e-01	protein_coding
ENSG00000138190	EXOC6	-5.62e-01	 1.55e-01	protein_coding
ENSG00000171953	ATPAF2	 3.39e-01	 1.15e-01	protein_coding
ENSG00000145214	DGKQ	-1.20e-03	 9.98e-01	protein_coding
ENSG00000002330	BAD	-3.08e-02	 9.43e-01	protein_coding
ENSG00000108797	CNTNAP1	 1.74e-01	 4.46e-01	protein_coding
ENSG00000164109	MAD2L1	-3.00e-01	 5.35e-01	protein_coding
ENSG00000162545	CAMK2N1	 3.75e-01	 3.77e-01	protein_coding
ENSG00000169375	SIN3A	 2.02e-01	 4.05e-01	protein_coding
ENSG00000152484	USP12	-4.98e-01	 2.28e-01	protein_coding
ENSG00000184451	CCR10	 1.29e-01	 7.92e-01	protein_coding
ENSG00000198467	TPM2	 2.80e-01	 1.16e-01	protein_coding
ENSG00000183077	AFMID	-1.15e-01	 7.34e-01	protein_coding
ENSG00000177602	HASPIN	 1.75e-01	 5.48e-01	protein_coding
ENSG00000198677	TTC37	-7.27e-01	 4.93e-02	protein_coding
ENSG00000112242	E2F3	-2.49e-01	 4.34e-01	protein_coding
ENSG00000011638	TMEM159	 3.80e-01	 2.27e-01	protein_coding
ENSG00000150347	ARID5B	 7.06e-02	 8.34e-01	protein_coding
ENSG00000115380	EFEMP1	 9.62e-02	 7.72e-01	protein_coding
ENSG00000083457	ITGAE	-2.08e-01	 5.59e-01	protein_coding
ENSG00000140400	MAN2C1	-3.30e-01	 1.62e-01	protein_coding
ENSG00000041988	THAP3	 1.95e-01	 5.11e-01	protein_coding
ENSG00000138095	LRPPRC	-3.76e-01	 7.12e-02	protein_coding
ENSG00000127415	IDUA	 1.03e-02	 9.83e-01	protein_coding
ENSG00000124193	SRSF6	-1.96e-01	 5.02e-01	protein_coding
ENSG00000139946	PELI2	 1.66e-01	 7.72e-01	protein_coding
ENSG00000047644	WWC3	-4.39e-03	 9.89e-01	protein_coding
ENSG00000260604	AL590004.3	-2.81e-01	 5.69e-01	lncRNA
ENSG00000198832	SELENOM	-6.68e-02	 7.71e-01	protein_coding
ENSG00000233621	LINC01137	 2.09e-01	 5.86e-01	lncRNA
ENSG00000021762	OSBPL5	 2.91e-01	 1.34e-01	protein_coding
ENSG00000095203	EPB41L4B	-1.20e-01	 8.44e-01	protein_coding
ENSG00000151320	AKAP6	-4.12e-02	 9.50e-01	protein_coding
ENSG00000145375	SPATA5	-3.10e-01	 4.41e-01	protein_coding
ENSG00000163874	ZC3H12A	-8.90e-02	 7.55e-01	protein_coding
ENSG00000240857	RDH14	 9.52e-02	 8.74e-01	protein_coding
ENSG00000132906	CASP9	 1.76e-01	 5.65e-01	protein_coding
ENSG00000197345	MRPL21	-2.71e-01	 1.55e-01	protein_coding
ENSG00000170502	NUDT9	 1.35e-01	 7.69e-01	protein_coding
ENSG00000196230	TUBB	 3.68e-01	 4.12e-03	protein_coding
ENSG00000122299	ZC3H7A	-2.54e-01	 5.15e-01	protein_coding
ENSG00000272540	AL662797.1	 3.51e-01	 3.05e-01	lncRNA
ENSG00000197555	SIPA1L1	-2.59e-02	 9.51e-01	protein_coding
ENSG00000140525	FANCI	-5.59e-01	 2.18e-02	protein_coding
ENSG00000114374	USP9Y	-9.58e-02	 8.74e-01	protein_coding
ENSG00000178397	FAM220A	 3.69e-01	 4.17e-01	protein_coding
ENSG00000113916	BCL6	 2.18e-01	 4.07e-01	protein_coding
ENSG00000176225	RTTN	-3.17e-01	 4.16e-01	protein_coding
ENSG00000136059	VILL	 1.25e-01	 8.37e-01	protein_coding
ENSG00000176087	SLC35A4	 4.01e-01	 1.74e-02	protein_coding
ENSG00000008086	CDKL5	-8.11e-01	 2.37e-02	protein_coding
ENSG00000163848	ZNF148	-4.80e-01	 1.99e-01	protein_coding
ENSG00000168066	SF1	 3.19e-01	 7.21e-02	protein_coding
ENSG00000101557	USP14	-5.65e-01	 6.62e-02	protein_coding
ENSG00000185950	IRS2	-2.26e-01	 3.66e-01	protein_coding
ENSG00000164089	ETNPPL	-7.64e-02	 9.05e-01	protein_coding
ENSG00000103174	NAGPA	 7.73e-02	 8.26e-01	protein_coding
ENSG00000125386	FAM193A	 8.36e-02	 8.34e-01	protein_coding
ENSG00000233276	GPX1	-1.99e-01	 3.16e-01	protein_coding
ENSG00000114739	ACVR2B	 1.15e-01	 7.98e-01	protein_coding
ENSG00000163681	SLMAP	-1.62e-01	 7.42e-01	protein_coding
ENSG00000052749	RRP12	 2.78e-01	 1.18e-01	protein_coding
ENSG00000229589	ACVR2B-AS1	-2.45e-01	 5.83e-01	lncRNA
ENSG00000178913	TAF7	-1.92e-01	 6.22e-01	protein_coding
ENSG00000099194	SCD	 1.52e-01	 4.07e-01	protein_coding
ENSG00000196739	COL27A1	-3.38e-01	 1.90e-01	protein_coding
ENSG00000114686	MRPL3	-3.40e-01	 3.67e-01	protein_coding
ENSG00000171763	SPATA5L1	-8.02e-02	 8.73e-01	protein_coding
ENSG00000113810	SMC4	-2.45e-02	 9.55e-01	protein_coding
ENSG00000235823	OLMALINC	 2.37e-01	 2.38e-01	lncRNA
ENSG00000076554	TPD52	-2.94e-02	 9.49e-01	protein_coding
ENSG00000081791	DELE1	 3.61e-01	 3.16e-02	protein_coding
ENSG00000125875	TBC1D20	 1.50e-01	 6.35e-01	protein_coding
ENSG00000124783	SSR1	-9.12e-02	 7.90e-01	protein_coding
ENSG00000251369	ZNF550	-3.11e-01	 5.01e-01	protein_coding
ENSG00000164151	ICE1	-7.23e-01	 8.81e-03	protein_coding
ENSG00000142186	SCYL1	 3.04e-01	 7.71e-02	protein_coding
ENSG00000118894	EEF2KMT	-3.30e-02	 9.40e-01	protein_coding
ENSG00000070159	PTPN3	 2.88e-02	 9.59e-01	protein_coding
ENSG00000147044	CASK	 7.30e-02	 8.81e-01	protein_coding
ENSG00000166275	BORCS7	-5.30e-01	 1.29e-01	protein_coding
ENSG00000110315	RNF141	-2.48e-01	 5.57e-01	protein_coding
ENSG00000158079	PTPDC1	-1.60e-01	 7.67e-01	protein_coding
ENSG00000111319	SCNN1A	 2.18e-01	 4.51e-01	protein_coding
ENSG00000203875	SNHG5	-6.00e-01	 4.84e-03	lncRNA
ENSG00000104765	BNIP3L	 4.26e-01	 1.40e-01	protein_coding
ENSG00000079134	THOC1	 7.38e-03	 9.89e-01	protein_coding
ENSG00000120963	ZNF706	-6.99e-02	 8.71e-01	protein_coding
ENSG00000157191	NECAP2	 1.04e-01	 6.90e-01	protein_coding
ENSG00000170836	PPM1D	-2.48e-01	 4.37e-01	protein_coding
ENSG00000090905	TNRC6A	-6.06e-01	 9.62e-02	protein_coding
ENSG00000165501	LRR1	-4.09e-01	 2.05e-01	protein_coding
ENSG00000124126	PREX1	-1.69e-02	 9.71e-01	protein_coding
ENSG00000111321	LTBR	 2.66e-01	 1.14e-01	protein_coding
ENSG00000111962	UST	 6.18e-02	 8.85e-01	protein_coding
ENSG00000244270	RPL32P29	-7.08e-03	 9.90e-01	processed_pseudogene
ENSG00000156983	BRPF1	 1.04e-01	 6.84e-01	protein_coding
ENSG00000137413	TAF8	 5.92e-02	 8.80e-01	protein_coding
ENSG00000007392	LUC7L	 1.62e-01	 6.08e-01	protein_coding
ENSG00000150459	SAP18	-1.65e-01	 5.32e-01	protein_coding
ENSG00000213741	RPS29	-1.56e+00	 1.55e-32	protein_coding
ENSG00000099942	CRKL	 1.15e-01	 6.69e-01	protein_coding
ENSG00000164902	PHAX	-5.55e-03	 9.92e-01	protein_coding
ENSG00000251143	AP002490.1	 7.99e-01	 2.61e-02	lncRNA
ENSG00000055208	TAB2	 2.54e-01	 5.68e-01	protein_coding
ENSG00000140398	NEIL1	-2.13e-02	 9.74e-01	protein_coding
ENSG00000118898	PPL	 4.12e-01	 8.04e-02	protein_coding
ENSG00000164040	PGRMC2	-3.79e-02	 9.43e-01	protein_coding
ENSG00000064687	ABCA7	-1.21e-01	 6.97e-01	protein_coding
ENSG00000092964	DPYSL2	 2.46e-01	 1.76e-01	protein_coding
ENSG00000230262	LINC02603	-3.99e-01	 3.69e-01	lncRNA
ENSG00000086061	DNAJA1	-7.57e-02	 9.06e-01	protein_coding
ENSG00000033011	ALG1	-1.69e-01	 5.38e-01	protein_coding
ENSG00000112655	PTK7	-1.56e-01	 7.76e-01	protein_coding
ENSG00000155846	PPARGC1B	-7.80e-02	 8.83e-01	protein_coding
ENSG00000251432	LINC02615	-5.68e-02	 9.31e-01	lncRNA
ENSG00000175787	ZNF169	-3.83e-01	 3.96e-01	protein_coding
ENSG00000164142	FAM160A1	-3.92e-01	 2.36e-01	protein_coding
ENSG00000092758	COL9A3	 1.27e-01	 7.18e-01	protein_coding
ENSG00000147586	MRPS28	-4.00e-01	 1.71e-01	protein_coding
ENSG00000136238	RAC1	 1.34e-01	 5.21e-01	protein_coding
ENSG00000168813	ZNF507	-3.45e-01	 4.39e-01	protein_coding
ENSG00000136603	SKIL	-2.21e-01	 6.47e-01	protein_coding
ENSG00000168944	CEP120	 1.81e-01	 7.49e-01	protein_coding
ENSG00000186566	GPATCH8	 1.08e-01	 7.90e-01	protein_coding
ENSG00000043143	JADE2	-7.42e-03	 9.80e-01	protein_coding
ENSG00000070501	POLB	-3.30e-01	 3.12e-01	protein_coding
ENSG00000160213	CSTB	 1.54e-01	 4.94e-01	protein_coding
ENSG00000104093	DMXL2	-4.47e-01	 1.77e-01	protein_coding
ENSG00000150764	DIXDC1	 5.39e-02	 9.33e-01	protein_coding
ENSG00000137496	IL18BP	-2.46e-02	 9.69e-01	protein_coding
ENSG00000080947	CROCCP3	-7.66e-01	 2.74e-02	transcribed_unprocessed_pseudogene
ENSG00000267213	AC007773.1	-5.06e-01	 2.02e-01	lncRNA
ENSG00000227124	ZNF717	-6.41e-02	 9.23e-01	protein_coding
ENSG00000182899	RPL35A	-6.16e-01	 2.92e-05	protein_coding
ENSG00000132549	VPS13B	-7.57e-01	 1.76e-02	protein_coding
ENSG00000178904	DPY19L3	-5.36e-01	 1.62e-01	protein_coding
ENSG00000173482	PTPRM	 6.20e-02	 9.21e-01	protein_coding
ENSG00000279516	FAM230C	-8.26e-02	 8.97e-01	lncRNA
ENSG00000133794	ARNTL	 1.61e-01	 7.76e-01	protein_coding
ENSG00000272086	AC025181.2	-2.41e-01	 4.53e-01	lncRNA
ENSG00000188211	NCR3LG1	-3.52e-02	 9.36e-01	protein_coding
ENSG00000180340	FZD2	 1.63e-01	 5.90e-01	protein_coding
ENSG00000104679	R3HCC1	 2.32e-01	 4.49e-01	protein_coding
ENSG00000168056	LTBP3	-2.85e-02	 9.45e-01	protein_coding
ENSG00000068885	IFT80	-7.46e-01	 3.31e-02	protein_coding
ENSG00000159556	ISL2	 3.77e-02	 9.47e-01	protein_coding
ENSG00000110455	ACCS	 2.74e-02	 9.53e-01	protein_coding
ENSG00000204152	TIMM23B	-2.54e-02	 9.63e-01	protein_coding
ENSG00000260196	AC124798.1	-2.11e-02	 9.72e-01	lncRNA
ENSG00000130844	ZNF331	-5.46e-01	 1.13e-01	protein_coding
ENSG00000149357	LAMTOR1	 9.07e-02	 7.04e-01	protein_coding
ENSG00000204149	AGAP6	 2.59e-01	 6.08e-01	protein_coding
ENSG00000278869	BX539320.1	-2.03e-01	 7.06e-01	lncRNA
ENSG00000028310	BRD9	 1.38e-01	 5.51e-01	protein_coding
ENSG00000187486	KCNJ11	 4.70e-01	 2.64e-01	protein_coding
ENSG00000137269	LRRC1	-1.33e-01	 7.95e-01	protein_coding
ENSG00000122591	FAM126A	-3.30e-01	 4.13e-01	protein_coding
ENSG00000156299	TIAM1	 6.73e-02	 9.13e-01	protein_coding
ENSG00000136811	ODF2	 3.46e-01	 6.78e-02	protein_coding
ENSG00000237594	AP000251.1	-8.33e-02	 8.82e-01	lncRNA
ENSG00000145022	TCTA	 1.26e-01	 6.05e-01	protein_coding
ENSG00000114473	IQCG	-3.67e-01	 4.14e-01	protein_coding
ENSG00000148950	IMMP1L	-9.23e-01	 6.32e-04	protein_coding
ENSG00000227345	PARG	-1.95e-01	 7.00e-01	protein_coding
ENSG00000108861	DUSP3	 5.73e-02	 8.47e-01	protein_coding
ENSG00000211448	DIO2	-3.19e-02	 9.63e-01	protein_coding
ENSG00000132376	INPP5K	 1.55e-01	 6.21e-01	protein_coding
ENSG00000183666	GUSBP1	-6.34e-01	 1.93e-02	transcribed_unprocessed_pseudogene
ENSG00000139880	CDH24	 8.43e-02	 8.23e-01	protein_coding
ENSG00000279107	AC138951.2	-4.37e-01	 2.85e-01	TEC
ENSG00000105672	ETV2	 2.72e-01	 5.85e-01	protein_coding
ENSG00000028528	SNX1	 1.78e-01	 5.73e-01	protein_coding
ENSG00000101190	TCFL5	-1.12e-01	 7.76e-01	protein_coding
ENSG00000067560	RHOA	 3.94e-01	 7.73e-03	protein_coding
ENSG00000185513	L3MBTL1	-2.99e-01	 5.00e-01	protein_coding
ENSG00000183354	KIAA2026	 1.03e-01	 8.69e-01	protein_coding
ENSG00000184154	LRTOMT	 1.99e-02	 9.70e-01	protein_coding
ENSG00000105063	PPP6R1	 2.69e-01	 1.89e-01	protein_coding
ENSG00000091164	TXNL1	-2.53e-01	 4.99e-01	protein_coding
ENSG00000164919	COX6C	-3.76e-01	 1.86e-01	protein_coding
ENSG00000145495	MARCH6	-6.92e-02	 8.46e-01	protein_coding
ENSG00000164930	FZD6	-2.85e-01	 5.60e-01	protein_coding
ENSG00000091157	WDR7	-9.68e-01	 1.36e-03	protein_coding
ENSG00000188818	ZDHHC11	 1.25e-01	 8.38e-01	protein_coding
ENSG00000090432	MUL1	 3.50e-01	 8.70e-02	protein_coding
ENSG00000272703	AP005137.2	 3.66e-02	 9.56e-01	lncRNA
ENSG00000160214	RRP1	 2.75e-01	 2.74e-01	protein_coding
ENSG00000088833	NSFL1C	 4.07e-01	 7.39e-02	protein_coding
ENSG00000255112	CHMP1B	 2.27e-01	 3.19e-01	protein_coding
ENSG00000132581	SDF2	-2.92e-02	 9.32e-01	protein_coding
ENSG00000256525	POLG2	-2.88e-01	 5.21e-01	protein_coding
ENSG00000137497	NUMA1	 2.84e-01	 1.82e-01	protein_coding
ENSG00000198355	PIM3	-1.23e-01	 6.25e-01	protein_coding
ENSG00000014641	MDH1	-1.98e-01	 5.48e-01	protein_coding
ENSG00000022277	RTF2	 1.81e-01	 4.48e-01	protein_coding
ENSG00000141380	SS18	-1.35e-01	 7.74e-01	protein_coding
ENSG00000112699	GMDS	-1.55e-02	 9.70e-01	protein_coding
ENSG00000134108	ARL8B	-1.75e-01	 7.00e-01	protein_coding
ENSG00000188321	ZNF559	-3.39e-01	 4.63e-01	protein_coding
ENSG00000083817	ZNF416	 2.01e-01	 6.60e-01	protein_coding
ENSG00000126249	PDCD2L	 1.09e-01	 7.94e-01	protein_coding
ENSG00000159322	ADPGK	-2.70e-01	 2.08e-01	protein_coding
ENSG00000106153	CHCHD2	-1.23e-01	 5.08e-01	protein_coding
ENSG00000134109	EDEM1	-5.48e-02	 9.21e-01	protein_coding
ENSG00000108771	DHX58	-4.08e-02	 9.20e-01	protein_coding
ENSG00000277369	AC010654.1	-5.72e-01	 1.48e-01	lncRNA
ENSG00000260898	ADPGK-AS1	-8.41e-02	 8.94e-01	lncRNA
ENSG00000228506	AL513550.1	-8.22e-02	 8.96e-01	lncRNA
ENSG00000158825	CDA	 2.56e-01	 2.31e-01	protein_coding
ENSG00000236830	CBR3-AS1	-7.82e-02	 9.03e-01	lncRNA
ENSG00000125817	CENPB	 1.99e-01	 3.99e-01	protein_coding
ENSG00000159231	CBR3	-3.80e-03	 9.94e-01	protein_coding
ENSG00000142197	DOP1B	 4.33e-01	 3.12e-01	protein_coding
ENSG00000100211	CBY1	-1.21e-02	 9.77e-01	protein_coding
ENSG00000105220	GPI	 3.93e-01	 4.72e-03	protein_coding
ENSG00000274922	AL139384.1	-1.25e-01	 8.37e-01	lncRNA
ENSG00000132436	FIGNL1	 1.62e-01	 7.79e-01	protein_coding
ENSG00000163875	MEAF6	 1.43e-01	 7.36e-01	protein_coding
ENSG00000156345	CDK20	-7.74e-02	 8.88e-01	protein_coding
ENSG00000148700	ADD3	-2.92e-01	 5.37e-01	protein_coding
ENSG00000228274	AL021707.2	-3.34e-02	 9.59e-01	lncRNA
ENSG00000136840	ST6GALNAC4	 2.73e-01	 1.53e-01	protein_coding
ENSG00000152443	ZNF776	 1.77e-01	 7.54e-01	protein_coding
ENSG00000101294	HM13	 1.16e-02	 9.71e-01	protein_coding
ENSG00000183647	ZNF530	-2.85e-01	 5.40e-01	protein_coding
ENSG00000142227	EMP3	-4.45e-02	 8.75e-01	protein_coding
ENSG00000070269	TMEM260	 3.53e-01	 4.31e-01	protein_coding
ENSG00000160014	CALM3	 1.12e-01	 6.87e-01	protein_coding
ENSG00000275832	ARHGAP23	 1.12e-01	 7.72e-01	protein_coding
ENSG00000143951	WDPCP	-1.02e+00	 4.84e-05	protein_coding
ENSG00000121417	ZNF211	-1.46e-01	 8.00e-01	protein_coding
ENSG00000068650	ATP11A	-9.53e-02	 7.95e-01	protein_coding
ENSG00000117242	PINK1-AS	 4.02e-01	 3.05e-01	lncRNA
ENSG00000134013	LOXL2	 2.17e-01	 4.07e-01	protein_coding
ENSG00000128731	HERC2	-3.07e-01	 2.04e-01	protein_coding
ENSG00000213762	ZNF134	 1.58e-01	 7.83e-01	protein_coding
ENSG00000179041	RRS1	 4.13e-01	 4.99e-02	protein_coding
ENSG00000173575	CHD2	-6.74e-01	 3.81e-03	protein_coding
ENSG00000177302	TOP3A	-1.00e-01	 7.34e-01	protein_coding
ENSG00000197217	ENTPD4	-5.00e-01	 7.64e-02	protein_coding
ENSG00000244038	DDOST	 4.43e-02	 8.60e-01	protein_coding
ENSG00000075131	TIPIN	-1.52e-01	 7.51e-01	protein_coding
ENSG00000158828	PINK1	 4.08e-01	 1.51e-02	protein_coding
ENSG00000140474	ULK3	 8.58e-02	 8.05e-01	protein_coding
ENSG00000007541	PIGQ	 3.67e-01	 6.14e-02	protein_coding
ENSG00000185133	INPP5J	 3.12e-01	 2.67e-01	protein_coding
ENSG00000279765	AC013394.1	-1.94e-01	 7.11e-01	protein_coding
ENSG00000104738	MCM4	 2.07e-01	 5.21e-01	protein_coding
ENSG00000272888	LINC01578	-5.77e-01	 2.67e-02	lncRNA
ENSG00000262814	MRPL12	-7.52e-02	 7.94e-01	protein_coding
ENSG00000147576	ADHFE1	 1.16e-01	 8.49e-01	protein_coding
ENSG00000154065	ANKRD29	-5.17e-02	 9.38e-01	protein_coding
ENSG00000071564	TCF3	 3.51e-01	 8.58e-02	protein_coding
ENSG00000183048	SLC25A10	 2.72e-01	 1.48e-01	protein_coding
ENSG00000173141	MRPL57	-1.88e-01	 4.41e-01	protein_coding
ENSG00000198721	ECI2	-6.13e-02	 8.80e-01	protein_coding
ENSG00000101898	MCTS2P	-2.71e-01	 5.79e-01	protein_coding
ENSG00000165480	SKA3	 1.36e-01	 8.10e-01	protein_coding
ENSG00000279879	AC091152.4	-3.44e-01	 4.52e-01	TEC
ENSG00000148110	MFSD14B	 5.88e-02	 8.94e-01	protein_coding
ENSG00000180329	CCDC43	-3.29e-02	 9.52e-01	protein_coding
ENSG00000165175	MID1IP1	 1.62e-01	 4.22e-01	protein_coding
ENSG00000104343	UBE2W	 1.04e-01	 8.67e-01	protein_coding
ENSG00000154889	MPPE1	-1.55e-01	 6.64e-01	protein_coding
ENSG00000107104	KANK1	 2.18e-01	 4.20e-01	protein_coding
ENSG00000187866	FAM122A	 1.37e-01	 7.68e-01	protein_coding
ENSG00000218426	AL590867.2	-4.00e-01	 3.68e-01	processed_pseudogene
ENSG00000107771	CCSER2	-4.58e-01	 2.74e-01	protein_coding
ENSG00000171848	RRM2	 4.77e-02	 8.70e-01	protein_coding
ENSG00000157654	PALM2-AKAP2	 5.83e-02	 9.21e-01	protein_coding
ENSG00000205269	TMEM170B	-5.22e-02	 9.36e-01	protein_coding
ENSG00000074356	NCBP3	-3.93e-02	 9.44e-01	protein_coding
ENSG00000169085	VXN	-2.13e-02	 9.74e-01	protein_coding
ENSG00000181915	ADO	-7.20e-02	 8.76e-01	protein_coding
ENSG00000115241	PPM1G	 2.86e-01	 7.26e-02	protein_coding
ENSG00000170921	TANC2	 6.10e-02	 8.81e-01	protein_coding
ENSG00000130348	QRSL1	 6.41e-02	 9.21e-01	protein_coding
ENSG00000085760	MTIF2	-1.57e-01	 7.54e-01	protein_coding
ENSG00000067082	KLF6	-5.95e-01	 2.66e-03	protein_coding
ENSG00000059691	GATB	 1.68e-01	 5.08e-01	protein_coding
ENSG00000112739	PRPF4B	-9.36e-01	 1.44e-03	protein_coding
ENSG00000167747	C19orf48	 1.04e-02	 9.77e-01	transcribed_unitary_pseudogene
ENSG00000131748	STARD3	-6.12e-03	 9.86e-01	protein_coding
ENSG00000188517	COL25A1	-1.61e-01	 7.66e-01	protein_coding
ENSG00000163877	SNIP1	-2.03e-01	 5.86e-01	protein_coding
ENSG00000233421	LINC01783	-5.10e-01	 1.60e-01	lncRNA
ENSG00000070423	RNF126	 1.03e-01	 7.26e-01	protein_coding
ENSG00000113368	LMNB1	 2.93e-02	 9.40e-01	protein_coding
ENSG00000219481	NBPF1	 9.18e-02	 8.46e-01	protein_coding
ENSG00000145626	UGT3A1	-8.15e-02	 8.89e-01	protein_coding
ENSG00000187498	COL4A1	 2.17e-01	 5.59e-01	protein_coding
