Ensembl_Gene	Common_Gene	Source	Nucleus_log2FC	Nucleolus_log2FC	Lamina_log2FC	Nuclear_Pore_log2FC	Cytosol_log2FC	ERM_log2FC	OMM_log2FC	ER_Lumen_log2FC	Nucleus_Orphan	Nucleolus_Orphan	Lamina_Orphan	Nuclear_pore_Orphan	Cytosol_Orphan	ERM_Orphan	OMM_Orphan	Nucleus_Deorphaned	Cytosol_Deorphaned
ENSG00000092094	OSGEP	Atlas_Analysis	1.296357987	0.245954635	0.73929388	0.685061658	-0.739504378	-1.221544539	-0.967290418	-0.172972222	0	0	0	0	0	0	0	0	0
ENSG00000092140	G2E3	Atlas_Analysis	0.409304506	0.77852115	0.520677691	-0.145349141	-0.216682065	0.876750966	-0.219679022	-0.04057178	0	0	0	0	0	1	0	0	0
ENSG00000092148	HECTD1	Atlas_Analysis	0.383207457	0.457184528	0.180678095	-0.078923664	0.399050452	0.958119243	0.494424451	-0.14534904	0	0	0	0	0	0	0	0	0
ENSG00000092421	SEMA6A	Atlas_Analysis	0.18339088	-0.364427673	0.810618842	0.520764444	0.371785068	1.792879181	1.394846141	0.101181035	0	0	0	0	0	0	0	0	0
ENSG00000092439	TRPM7	Atlas_Analysis	-0.031790125	0.462252461	0.451638054	-0.855039463	0.097646876	1.070144913	0.918810713	-0.127915237	0	0	0	0	0	0	0	0	0
ENSG00000092445	TYRO3	Atlas_Analysis	-0.217160095	-1.179390729	-0.238113421	-0.222915226	-0.185093297	0.962803587	1.25398194	0.157143117	0	0	0	0	0	0	0	0	0
ENSG00000092847	AGO1	Atlas_Analysis	0.984643473	0.499121195	1.073349624	0.271503439	0.399004506	0.722872324	0.093929967	-0.197681342	0	0	0	0	0	0	0	0	0
ENSG00000092931	MFSD11	Atlas_Analysis	-0.235429347	0.878036094	0.197537621	-0.175226116	-0.653878464	-0.164777897	1.258228829	0.023276117	0	1	0	0	0	0	0	0	0
ENSG00000092978	GPATCH2	Atlas_Analysis	0.612794453	0.327605133	0.904592004	-1.219885981	0.172740728	0.759426108	-0.099573796	-0.013574051	0	0	0	0	0	0	0	0	0
ENSG00000093000	NUP50	Atlas_Analysis	0.599629258	0.64246813	0.485061671	0.09144715	0.63649965	1.158151517	0.349157326	-0.308764887	0	0	0	0	0	0	0	0	0
ENSG00000093167	LRRFIP2	Atlas_Analysis	0.724904084	0.768043656	0.284871535	0.295216302	0.168760077	0.369187453	-0.01203541	-0.203642677	0	0	0	0	0	0	0	0	0
ENSG00000093183	SEC22C	Atlas_Analysis	0.946573127	0.712427125	1.06473341	0.070474924	0.335960844	1.292974861	0.82924825	-0.049517464	1	0	0	0	0	0	0	0	0
ENSG00000093217	XYLB	Atlas_Analysis	1.070292229	0.628705881	0.840821264	0.145036784	0.513375797	-0.477402027	0.422326454	0.174886666	0	0	0	0	0	0	0	0	0
ENSG00000094631	HDAC6	Atlas_Analysis	0.231321742	0.087209304	-0.150586298	1.240522222	-0.025276978	-0.679300118	-0.277883691	0.336432442	0	0	0	1	0	0	0	0	0
ENSG00000094916	CBX5	Atlas_Analysis	0.345075365	0.873025755	1.239116259	0.02942204	0.435035163	0.559936332	0.328160374	-0.189176539	0	0	1	0	0	0	0	0	0
ENSG00000094975	SUCO	Atlas_Analysis	0.104055771	0.738285551	0.039422249	0.119641253	-0.109586465	1.954948307	1.528121285	-0.194437969	0	0	0	0	0	0	0	0	0
ENSG00000095066	HOOK2	Atlas_Analysis	0.973276243	0.323973798	0.543679103	0.92708025	-0.366973426	-1.350828379	0.076931865	0.39829997	0	0	0	0	0	0	0	0	0
ENSG00000095139	ARCN1	Atlas_Analysis	-0.338165095	0.034402047	-0.560955137	-0.3337645	0.895508815	0.643467761	0.194487635	-0.138874377	0	0	0	0	0	0	0	0	0
ENSG00000095209	TMEM38B	Atlas_Analysis	-0.576012598	-0.364646614	-0.35626597	-0.510003854	-0.870106198	1.026955792	0.538446239	0.139371198	0	0	0	0	0	0	0	0	0
ENSG00000095564	BTAF1	Atlas_Analysis	0.611559095	0.839953842	0.99177635	-0.245047908	-0.010464561	0.310790923	-0.002236526	0.077063878	0	0	0	0	0	0	0	0	0
ENSG00000095574	IKZF5	Atlas_Analysis	0.585580171	1.262920044	0.766231912	0.142118312	-0.230106553	0.657456783	-0.218744217	0.04227174	0	0	0	0	0	0	0	0	0
ENSG00000095787	WAC	Atlas_Analysis	0.04862187	0.734230264	0.234254541	-0.022336175	0.380241245	0.805851466	0.362201319	-0.146103016	0	0	0	0	0	0	0	0	0
ENSG00000095794	CREM	Atlas_Analysis	-0.384649736	0.862052256	-0.685742232	0.037541328	-0.913809712	-1.412405295	-1.323720096	-0.291603136	0	1	0	0	0	0	0	0	0
ENSG00000096070	BRPF3	Atlas_Analysis	0.364989045	-0.246117536	0.038243293	0.511124079	0.358189181	0.750785958	0.005381657	0.141800323	0	0	0	0	0	0	0	0	0
ENSG00000096093	EFHC1	Atlas_Analysis	1.285654348	0.724178838	1.832901903	1.121703992	-0.686629978	-0.996296558	-0.758134381	-0.013355488	0	0	0	0	0	0	0	0	0
ENSG00000097007	ABL1	Atlas_Analysis	-0.129529186	-0.424123091	-0.384203571	0.219400859	0.893051745	0.678505028	0.557524945	0.130080318	0	0	0	0	0	0	0	0	0
ENSG00000097033	SH3GLB1	Atlas_Analysis	0.124466239	0.801169731	0.485120346	-0.766607127	0.179774265	0.194121695	-0.01560021	-0.17150065	0	0	0	0	0	0	0	0	0
ENSG00000097096	NA	ERM_Analysis	0.65409636	1.170626491	0.800677178	-0.170230851	-0.025280533	1.104339097	-0.49319402	0.119017557	0	0	0	0	0	1	0	0	0
ENSG00000099194	SCD	Atlas_Analysis	-0.218850608	0.122077712	-0.091191226	-0.305689094	0.028343769	2.2998092	1.672871489	-0.010549176	0	0	0	0	0	0	0	0	0
ENSG00000099204	ABLIM1	Atlas_Analysis	0.194398347	0.806130661	0.637617239	-0.221046982	0.588750527	0.44593089	0.658443531	-0.302449212	0	0	0	0	0	0	0	0	0
ENSG00000099219	ERMP1	Atlas_Analysis	-0.531403422	0.336622217	-0.13441829	-0.108200869	-0.170013005	1.567518498	1.88252217	-0.23902587	0	0	0	0	0	0	0	0	0
ENSG00000099250	NRP1	Atlas_Analysis	-0.47070184	-0.026014451	-0.173889182	-0.496625279	-0.027241158	1.478501791	1.494128974	-0.033810895	0	0	0	0	0	0	0	0	0
ENSG00000099326	MZF1	Atlas_Analysis	2.723700768	2.341296039	2.180312801	1.554791434	-0.379860541	0.308324109	-0.692115106	0.872256025	0	0	0	0	0	0	0	0	0
ENSG00000099364	FBXL19	Atlas_Analysis	0.410362103	-0.947538519	0.082182074	0.671484167	0.918987892	0.556270595	0.150632227	0.297576121	0	0	0	0	0	0	0	0	0
ENSG00000099810	MTAP	Atlas_Analysis	0.516407481	0.730846874	0.776773197	-0.164944143	0.113078286	0.041281568	0.035293214	-0.262989874	0	0	0	0	0	0	0	0	0
ENSG00000099814	CEP170B	Atlas_Analysis	1.382940587	0.222556107	0.66941128	0.943594048	0.407644387	1.044797753	0.002145784	0.579349513	1	0	0	0	0	0	0	1	0
ENSG00000099821	POLRMT	Atlas_Analysis	0.545642011	-0.22305698	0.003643856	0.315766172	-0.206806354	-0.204694344	1.550700065	0.404899885	0	0	0	0	0	0	1	0	0
ENSG00000099889	ARVCF	Atlas_Analysis	1.542840002	0.138236651	1.07918924	0.984220539	0.161036691	-0.601832306	0.185816016	0.836388295	0	0	0	0	0	0	0	0	0
ENSG00000099899	TRMT2A	Atlas_Analysis	1.026294666	-0.113931778	0.556510917	0.93589034	-0.194514111	-0.895247789	-0.58037357	0.375207149	0	0	0	0	0	0	0	0	0
ENSG00000099904	ZDHHC8	Atlas_Analysis	1.350691449	0.540461913	1.189562048	0.865386529	-0.210167533	0.71639569	0.239749166	0.911180875	0	0	0	0	0	0	0	0	0
ENSG00000099910	KLHL22	Atlas_Analysis	1.036380649	0.797301879	1.204246486	0.512223395	0.397916004	-0.342394446	0.075027276	0.361712181	0	0	0	0	0	0	0	0	0
ENSG00000099942	CRKL	Atlas_Analysis	0.044978402	0.456495485	0.539907924	-0.026079315	0.71341594	0.851110176	0.172978578	-0.037560236	0	0	0	0	0	0	0	0	0
ENSG00000099949	LZTR1	Atlas_Analysis	0.865495812	0.549387738	0.276545734	0.458593536	0.261133948	-0.272590855	-0.086105649	0.589570429	0	0	0	0	0	0	0	0	0
ENSG00000099954	CECR2	Atlas_Analysis	0.785769972	0.274988066	1.069427101	0.320394157	0.486349581	0.74513115	0.2665102	-0.234770424	0	0	0	0	0	0	0	0	0
ENSG00000099958	DERL3	Atlas_Analysis	1.347732355	0.889143545	0.881555627	-0.779714632	-0.77405701	-0.733926855	-0.100981476	0.336113891	0	0	0	0	0	0	0	0	0
ENSG00000100034	PPM1F	Atlas_Analysis	1.122806142	0.508394898	0.995993183	0.235162988	0.77809568	-0.096751383	0.280811706	0.085849516	1	0	0	0	0	0	0	0	0
ENSG00000100038	TOP3B	Atlas_Analysis	1.706769985	1.217605165	1.071187372	0.851281228	-0.461748215	-1.205125811	-0.646278694	0.382769458	0	0	0	0	0	0	0	0	0
ENSG00000100058	CRYBB2P1	Atlas_Analysis	1.413432079	1.625484761	1.302956296	0.401391548	-0.295455714	-1.362756719	-0.352582623	-0.063431988	0	0	0	0	0	0	0	0	0
ENSG00000100077	ADRBK2	Atlas_Analysis	0.540927613	0.468203041	0.664931157	0.115808033	0.739383785	0.926219974	0.732200299	0.093484034	0	0	0	0	0	0	0	0	0
ENSG00000100083	GGA1	Atlas_Analysis	1.158558304	0.380141221	0.999649944	0.856971359	0.204914472	-0.137486302	-0.154844534	0.346192206	0	0	0	0	0	0	0	0	0
ENSG00000100099	HPS4	Atlas_Analysis	0.796379668	0.529904886	0.693993361	0.096716217	0.39300486	0.13401488	0.243445082	0.152177939	0	0	0	0	0	0	0	0	0
ENSG00000100154	TTC28	Atlas_Analysis	0.409192944	1.075327042	0.509552721	0.267784943	0.644705432	0.360848113	0.340500536	0.201682941	0	0	0	0	0	0	0	0	0
ENSG00000100167	SEPT3	Atlas_Analysis	0.071027704	0.571316758	-0.001403059	0.665763849	0.734819111	0.919714943	0.19722775	-0.049403924	0	0	0	0	0	0	0	0	0
ENSG00000100196	KDELR3	Atlas_Analysis	-1.188003938	0.587110599	-0.162200159	-0.885546507	-0.39303927	1.207331957	0.883030308	-0.102976169	0	0	0	0	0	0	0	0	0
ENSG00000100201	DDX17	Atlas_Analysis	2.019032911	1.507201994	2.305871441	0.535455639	0.152104792	-0.036023254	-0.161210484	0.1232513	1	0	0	0	0	0	0	1	0
ENSG00000100207	TCF20	Atlas_Analysis	0.113949708	1.091988084	0.270472946	0.453091451	0.901058122	1.006604317	0.699624945	-0.04743866	0	1	0	0	0	0	0	0	0
ENSG00000100234	TIMP3	Atlas_Analysis	0.163841621	0.409625861	0.344473431	-0.658716791	-0.471978098	1.271386226	1.288434357	0.038128901	0	0	0	0	0	0	0	0	0
ENSG00000100239	PPP6R2	Atlas_Analysis	1.401056699	1.211437588	0.521282771	0.932996898	0.086612323	-0.128743718	0.079326807	0.267819794	0	0	0	0	0	0	0	0	0
ENSG00000100242	SUN2	Atlas_Analysis	-0.350954266	-0.380264247	-0.088782006	0.934118925	-0.035408289	0.733440345	1.493997531	0.290556362	0	0	0	1	0	0	0	0	0
ENSG00000100299	ARSA	Atlas_Analysis	1.004451626	-0.995852454	0.744345744	1.073649628	-0.534837222	-0.700710577	0.703145185	0.523117536	0	0	0	0	0	0	0	0	0
ENSG00000100345	MYH9	Atlas_Analysis	0.046417373	0.097945904	-0.399888075	0.348045512	0.795429524	0.053670274	-0.17375559	0.217250461	0	0	0	0	0	0	0	0	0
ENSG00000100350	FOXRED2	Atlas_Analysis	-0.315234239	-0.512260927	-0.412303271	0.338004895	0.389793375	1.046660461	1.401556254	0.197907112	0	0	0	0	0	0	0	0	0
ENSG00000100354	TNRC6B	Atlas_Analysis	0.647455409	0.996704192	1.062553553	-0.121256301	0.534258808	0.575852412	0.070407799	-0.172151151	0	0	0	0	0	0	0	0	0
ENSG00000100359	SGSM3	Atlas_Analysis	0.796268396	-0.417271993	0.261359546	0.351641442	-0.102065809	-1.564460657	-0.410854015	0.547518918	0	0	0	0	0	0	0	0	0
ENSG00000100360	IFT27	Atlas_Analysis	1.618871818	1.069010358	2.192883313	0.875058809	-0.634079781	-0.937772455	-0.375191958	0.209213658	0	0	0	0	0	0	0	0	0
ENSG00000100364	KIAA0930	Atlas_Analysis	-0.273065263	-0.190017611	-0.787817121	-0.106129447	0.778687936	0.427487016	0.542656506	0.10268481	0	0	0	0	0	0	0	0	0
ENSG00000100393	EP300	Atlas_Analysis	0.441510208	-0.047041932	0.232710879	0.24643131	0.597558102	1.140858213	0.37257966	0.086592675	0	0	0	0	0	0	0	0	0
ENSG00000100403	ZC3H7B	Atlas_Analysis	0.50131575	-0.386129226	0.160436318	0.274815506	0.752556539	0.562999815	0.363567098	0.225252425	0	0	0	0	0	0	0	0	0
ENSG00000100412	ACO2	Atlas_Analysis	-0.809626478	-1.089346987	-1.208452808	-0.136738693	-0.516126167	-0.563652569	2.177831641	0.118328161	0	0	0	0	0	0	1	0	0
ENSG00000100416	TRMU	Atlas_Analysis	1.659835551	0.541454302	0.58555663	0.027570177	-0.145260019	-0.367890721	-0.79979526	0.077110358	0	0	0	0	0	0	0	0	0
ENSG00000100426	ZBED4	Atlas_Analysis	-0.063748466	-0.110026491	0.293329344	0.174799383	0.514938385	0.826879569	0.254426984	0.083523494	0	0	0	0	0	0	0	0	0
ENSG00000100439	ABHD4	Atlas_Analysis	-0.845877391	-1.036584885	-0.450368103	0.137197025	1.056281021	0.538049555	0.682878055	0.218940343	0	0	0	0	0	0	0	0	0
ENSG00000100441	KHNYN	Atlas_Analysis	0.184145711	-1.521592968	0.803166473	0.668004344	0.667921596	0.146672722	0.640643899	0.033808383	0	0	0	0	0	0	0	0	0
ENSG00000100503	NIN	Atlas_Analysis	0.450242748	1.236568216	0.621868777	-0.215070097	0.167171382	1.722479748	0.556887708	-0.236462562	0	1	0	0	0	1	0	0	0
ENSG00000100522	GNPNAT1	Atlas_Analysis	-0.048071542	0.752969708	-0.059460693	-0.378575726	0.384810527	1.17061418	0.235447902	-0.227069928	0	1	0	0	0	0	0	0	0
ENSG00000100523	DDHD1	Atlas_Analysis	1.226146456	1.073682048	1.338572614	0.191425085	0.313076399	0.49946356	0.130899933	-0.051592592	0	0	0	0	0	0	0	0	0
ENSG00000100528	CNIH1	Atlas_Analysis	-0.606501021	-0.234666003	-0.477344877	-0.475649177	-0.676736663	1.606255885	1.011718627	0.088200382	0	0	0	0	0	0	0	0	0
ENSG00000100580	TMED8	Atlas_Analysis	0.52366767	1.139649099	1.37093634	-0.371399151	0.709531393	0.987461221	0.601044757	-0.197856571	0	0	1	0	0	0	0	0	0
ENSG00000100596	SPTLC2	Atlas_Analysis	-0.690469	0.084006089	-0.139874661	-0.898630019	0.087246234	1.973457195	1.357454232	-0.295547461	0	0	0	0	0	1	1	0	0
ENSG00000100614	PPM1A	Atlas_Analysis	0.628679111	0.300748748	0.800745876	-0.767856512	0.136608109	0.317544896	0.187865308	-0.158259089	0	0	0	0	0	0	0	0	0
ENSG00000100625	SIX4	Atlas_Analysis	0.614670785	1.05639336	0.75831478	-0.0477053	0.057312896	0.851309443	-0.380493848	-0.083886546	0	0	0	0	0	0	0	0	0
ENSG00000100626	GALNT16	Atlas_Analysis	0.727661768	-1.156600279	1.272109682	0.215669684	0.03258943	0.789104509	1.966524163	0.316578656	0	0	0	0	0	0	0	0	0
ENSG00000100647	KIAA0247	Atlas_Analysis	0.362896717	-1.184387721	0.73952257	-0.013911063	0.161718686	1.242410888	1.157983129	0.105493832	0	0	0	0	0	1	1	0	0
ENSG00000100650	SRSF5	Atlas_Analysis	0.878533239	0.036737565	0.752939374	0.182380319	-0.598098341	-1.341629711	-0.639191756	-0.092788897	0	0	0	0	0	0	0	0	0
ENSG00000100697	DICER1	Atlas_Analysis	0.709026622	0.485049321	0.6855736	-0.021642932	0.480734686	0.795603964	0.094073803	-0.114151288	0	0	0	0	0	0	0	0	0
ENSG00000100711	ZFYVE21	Atlas_Analysis	1.634950098	0.491107944	1.13643477	0.726817393	-0.520828808	-2.259786898	-0.203131505	0.455573966	0	0	0	0	0	0	0	0	0
ENSG00000100726	TELO2	Atlas_Analysis	0.998151094	-0.563879447	0.290021787	1.064856645	-0.075663568	-1.290708508	-0.714736926	0.552872466	0	0	0	0	0	0	0	0	0
ENSG00000100731	PCNX	Atlas_Analysis	0.093936772	0.503044975	0.309021242	-0.141571015	-0.021572003	1.783672952	1.247777207	0.060497035	0	0	0	0	0	0	0	0	0
ENSG00000100744	GSKIP	Atlas_Analysis	-0.728064009	1.000345219	-0.112286987	-1.252262523	-0.923843116	-0.330412056	-0.939400629	0.117963372	0	1	0	0	0	0	0	0	0
ENSG00000100796	SMEK1	Atlas_Analysis	-0.040416734	0.374458338	0.049242664	-0.433166574	0.275696756	0.909682737	0.021418044	-0.204706011	0	0	0	0	0	0	0	0	0
ENSG00000100815	TRIP11	Atlas_Analysis	0.183528909	0.446458832	0.353581496	-1.038360785	0.089808472	1.335958111	0.679027102	-0.1743882	0	0	0	0	0	0	0	0	0
ENSG00000100836	PABPN1	Atlas_Analysis	1.324314107	-0.060205259	0.782528029	0.923797483	0.254651043	-0.387303698	0.127296974	0.227263687	0	0	0	0	0	0	0	0	0
ENSG00000100852	ARHGAP5	Atlas_Analysis	0.424464575	0.825299766	0.797842406	-0.395293238	0.23016856	1.011149904	0.30608878	-0.131669183	0	0	0	0	0	0	0	0	0
ENSG00000100888	CHD8	Atlas_Analysis	0.038239848	0.007180934	-0.161792718	0.141158152	0.510555335	0.923893014	0.044004396	-0.173413525	0	0	0	0	0	0	0	0	0
ENSG00000100889	PCK2	Atlas_Analysis	-0.702121509	-0.976538728	-0.412690552	0.543088344	-1.034686521	-1.833091527	1.66766753	0.202802995	0	0	0	0	0	0	1	0	0
ENSG00000100941	PNN	Atlas_Analysis	1.194917319	0.92688779	1.139922564	0.149756394	-0.391940302	-0.459567163	-0.286642642	0.034625711	0	0	0	0	0	0	0	0	0
ENSG00000100979	PLTP	Atlas_Analysis	-0.600559667	-1.998150439	-1.166934764	0.496345846	-0.509068379	-2.361006191	0.859517514	0.047700993	0	0	0	0	0	0	0	0	0
ENSG00000100997	ABHD12	Atlas_Analysis	-0.12789809	-0.601526395	-0.252369126	0.188088059	-0.208096692	0.018172174	0.785130754	-0.068814374	0	0	0	0	0	0	0	0	0
ENSG00000101003	GINS1	Atlas_Analysis	-0.012259655	0.722345642	-0.282064977	-0.238780211	0.578389842	0.878716339	0.438175552	-0.217340956	0	0	0	0	0	0	0	0	0
ENSG00000101098	RIMS4	Atlas_Analysis	0.497072661	-0.59797282	0.349499817	-0.470342559	0.94554575	0.459237567	0.477306943	0.091393943	0	0	0	0	0	0	0	0	0
ENSG00000101104	PABPC1L	Atlas_Analysis	1.722026944	0.295139517	1.617727604	0.907615327	-0.906137356	-1.946703271	-1.042698968	0.505597521	0	0	0	0	0	0	0	0	0
ENSG00000101109	STK4	Atlas_Analysis	0.306472687	0.760397516	0.406196256	-0.276082799	0.618045026	1.103063198	0.224989927	-0.278218663	0	0	0	0	0	0	0	0	0
ENSG00000101144	BMP7	Atlas_Analysis	-0.373171418	-0.814164179	-0.421666397	-0.432483594	0.198315994	1.04500783	1.008788755	0.114108409	0	0	0	0	0	0	0	0	0
ENSG00000101152	DNAJC5	Atlas_Analysis	0.256232586	0.398039043	0.006329266	0.379980728	0.88393685	0.989827844	0.413446538	0.159914496	0	0	0	0	0	0	0	0	0
ENSG00000101187	SLCO4A1	Atlas_Analysis	1.478671649	-2.393204466	0.39394275	0.84712376	-0.633201501	-0.548164254	0.001960343	0.727047987	1	0	0	0	0	0	0	1	0
ENSG00000101191	DIDO1	Atlas_Analysis	1.380697564	1.16523188	1.441816288	0.609788095	0.485256888	0.964403206	0.177131884	0.14261859	0	0	0	0	0	0	0	0	0
ENSG00000101199	ARFGAP1	Atlas_Analysis	1.921889164	1.327690366	1.035650502	0.675848857	0.463216314	-0.514863085	-0.347532957	0.507673022	0	0	0	0	0	0	0	0	0
ENSG00000101246	ARFRP1	Atlas_Analysis	2.204192381	1.680091959	1.403428055	0.894264888	-0.202832619	-1.393036912	-0.68224206	0.489232216	0	0	0	0	0	0	0	0	0
ENSG00000101290	CDS2	Atlas_Analysis	-0.396026738	-0.778171633	0.07508018	0.036312309	-0.181123924	1.217515776	0.994359732	-0.067003862	0	0	0	0	0	0	0	0	0
ENSG00000101337	TM9SF4	Atlas_Analysis	-0.494085861	-0.061825514	-0.293450531	0.158779892	-0.27185838	1.217464385	1.479902586	0.057860515	0	0	0	0	0	0	0	0	0
ENSG00000101346	POFUT1	Atlas_Analysis	-0.16499028	-0.332338066	-0.041616821	-0.33194062	0.113476004	1.665685159	1.744241564	-0.043075261	0	0	0	0	0	0	0	0	0
ENSG00000101347	SAMHD1	Atlas_Analysis	-0.379312922	-0.058803579	-0.723732735	-0.482185592	0.979774224	0.927993838	0.341586047	-0.338458282	0	0	0	0	0	0	0	0	0
ENSG00000101350	KIF3B	Atlas_Analysis	0.0214782	0.595772816	-0.067920637	-0.153503702	0.618894233	0.936767574	0.611833864	-0.203247903	0	0	0	0	0	0	0	0	0
ENSG00000101412	E2F1	Atlas_Analysis	0.773143955	-0.400560235	0.106709748	0.578154814	0.04329577	-0.322961785	0.116922099	0.525608287	1	0	0	0	0	0	0	1	0
ENSG00000101474	APMAP	Atlas_Analysis	-0.469928869	-0.897385661	-0.46337302	-0.155784621	-0.607242877	0.432223843	1.084954129	0.065807768	0	0	0	0	0	0	0	0	0
ENSG00000101493	ZNF516	Atlas_Analysis	1.220476871	1.645649271	1.385323364	0.273432243	0.592297044	0.957283719	0.043067154	0.095726216	1	0	0	0	0	0	0	1	0
ENSG00000101577	LPIN2	Atlas_Analysis	0.117122742	0.316683554	0.470212808	-0.446498474	0.840696954	0.355174142	0.533021667	-0.015519706	0	0	0	0	0	0	0	0	0
ENSG00000101596	SMCHD1	Atlas_Analysis	0.264623214	1.027836587	0.429519957	-0.026016986	0.431157545	0.538760425	0.099011561	-0.162560372	0	1	0	0	0	0	0	0	0
ENSG00000101680	LAMA1	Atlas_Analysis	0.030773733	-0.056726976	0.370364692	0.156583563	-0.536794103	1.110821509	1.523701982	0.087098381	0	0	0	0	0	0	0	0	0
ENSG00000101695	RNF125	Atlas_Analysis	0.999783356	1.355381903	1.151392315	-0.280416103	0.608285843	0.327535108	0.473810306	-0.284491516	1	0	0	0	0	0	0	0	0
ENSG00000101745	ANKRD12	Atlas_Analysis	1.053992516	1.297967322	1.621368911	-1.097712283	0.229794397	0.94250911	0.312207741	-0.260171482	0	0	0	0	0	0	0	0	0
ENSG00000101752	MIB1	Atlas_Analysis	0.162965421	1.12764238	0.639864209	-0.164037186	0.051720715	0.120423401	0.135572154	-0.446441469	0	1	0	0	0	0	0	0	0
ENSG00000101871	MID1	Atlas_Analysis	0.627576235	0.571978245	1.66303919	0.410978774	0.436083702	0.723965403	0.196831414	-0.203059487	0	0	1	0	0	0	0	0	0
ENSG00000101940	WDR13	Atlas_Analysis	0.02428866	-1.564238632	-0.024236872	0.76775122	-0.214425757	-1.295930029	-0.082137209	0.402989158	0	0	0	0	0	0	0	0	0
ENSG00000101966	XIAP	Atlas_Analysis	0.369734357	0.969882721	0.725069124	0.053961794	0.385697707	0.365493203	0.283215819	-0.270571361	0	0	0	0	0	0	0	0	0
ENSG00000101974	ATP11C	Atlas_Analysis	0.011410738	0.50114402	0.403537104	-0.220282714	-0.449608337	1.799247405	1.238943891	-0.162081959	0	0	0	0	0	0	0	0	0
ENSG00000102003	SYP	Atlas_Analysis	-0.004784482	-0.797878555	0.26765203	-0.254936124	-0.3718833	0.488095572	1.021861509	-0.193939736	0	0	0	0	0	0	0	0	0
ENSG00000102081	FMR1	Atlas_Analysis	0.342293681	1.034256878	0.268924304	0.010661466	-0.028743613	-0.103902102	0.073216741	-0.156510339	0	0	0	0	0	0	0	0	0
ENSG00000102100	SLC35A2	Atlas_Analysis	-0.100330788	-1.640937851	-0.207991209	-0.515353185	-0.158935236	1.21006554	1.087970887	0.376985057	0	0	0	0	0	0	0	0	0
ENSG00000102125	TAZ	Atlas_Analysis	0.752508695	0.302628867	0.92165665	0.903381425	-0.605497635	-0.394616123	0.211683288	0.263752303	0	0	0	0	0	0	0	0	0
ENSG00000102158	MAGT1	Atlas_Analysis	-0.37175811	-0.041015502	-0.417633043	-0.469037782	-0.294629535	2.186031861	1.676801625	0.009127763	0	0	0	0	0	0	0	0	0
ENSG00000102181	CD99L2	Atlas_Analysis	-0.922327621	-0.699031435	-0.098424654	-0.054162718	0.219579527	1.681743656	2.037899521	0.181700354	0	0	0	0	0	0	0	0	0
ENSG00000102189	EEA1	Atlas_Analysis	0.254948322	0.596127593	0.721347023	-0.319533998	0.139685621	2.207073278	0.646006979	-0.357247389	0	0	0	0	0	0	0	0	0
ENSG00000102471	NDFIP2	Atlas_Analysis	-0.221946156	-0.015621892	-0.192859778	-0.12683896	-0.722815758	0.838485022	-0.050195238	-0.037081624	0	0	0	0	0	0	0	0	0
ENSG00000102580	DNAJC3	Atlas_Analysis	-0.238855861	-0.036439477	-0.221916849	0.072762642	0.138861289	1.988188864	1.474766245	-0.1724498	0	0	0	0	0	0	0	0	0
ENSG00000102595	UGGT2	Atlas_Analysis	0.227668674	0.184086602	0.798676301	-0.427171494	-0.79097789	1.32031396	0.969410953	-0.29537408	0	0	0	0	0	0	0	0	0
ENSG00000102606	ARHGEF7	Atlas_Analysis	0.531252947	0.931300535	0.289041228	0.108649137	0.40813327	0.283570012	0.115455082	0.060285223	0	0	0	0	0	0	0	0	0
ENSG00000102699	PARP4	Atlas_Analysis	-0.190072164	0.315482487	0.252819752	0.361788822	0.767541645	-0.123988971	-0.109450147	-0.100105241	0	0	0	0	1	0	0	0	0
ENSG00000102755	FLT1	Atlas_Analysis	-0.618404811	-0.272890222	-0.572998157	0.279217968	0.101171273	1.570522068	1.973484562	-0.216365781	0	0	0	0	0	0	0	0	0
ENSG00000102763	VWA8	Atlas_Analysis	-0.137241314	-0.405425239	0.379470583	-0.415389243	0.122146535	0.351799963	2.651887332	-0.123181803	0	0	0	0	0	0	0	0	0
ENSG00000102780	DGKH	Atlas_Analysis	1.845697358	1.42087784	2.620274489	0.044220158	0.202697939	0.980506961	0.061527787	0.270611673	0	0	1	0	0	0	0	0	0
ENSG00000102786	INTS6	Atlas_Analysis	0.265116556	0.913561146	0.142954331	0.070541157	-0.254947925	-0.177658467	-0.133028622	-0.248032795	0	0	0	0	0	0	0	0	0
ENSG00000102805	CLN5	Atlas_Analysis	-0.372364384	-0.93466859	-0.004805578	-0.770804241	-0.858467848	0.444623271	1.137978183	-0.166757666	0	0	0	0	0	0	0	0	0
ENSG00000102858	MGRN1	Atlas_Analysis	1.208341626	0.523399598	0.431858377	0.657002374	0.432501175	0.340745996	-0.034337012	0.488119025	0	0	0	0	0	0	0	0	0
ENSG00000102870	ZNF629	Atlas_Analysis	0.165722424	-0.118575259	0.431013257	0.37003129	0.83879455	0.870762002	0.257395441	0.109986427	0	0	0	0	1	0	0	0	0
ENSG00000102901	CENPT	Atlas_Analysis	1.171870365	0.198613479	0.559115729	0.52403707	-0.230848426	-1.789033999	-0.757364072	0.64498713	0	0	0	0	0	0	0	0	0
ENSG00000102908	NFAT5	Atlas_Analysis	1.276473073	1.50684214	1.855368359	0.11883054	0.169548276	1.192411598	0.143578229	-0.093719902	0	0	0	0	0	1	0	0	0
